userId,exerciseId,rating,timestamp
0,21,1.0,1716393600
0,86,1.0,1729440000
0,115,1.0,1707494400
0,73,1.0,1718899200
0,100,1.0,1722009600
0,85,1.0,1726502400
0,7,1.0,1716134400
0,159,1.0,1722096000
0,135,1.0,1725120000
0,66,1.0,1731513600
0,146,1.0,1730131200
0,50,1.0,1734105600
0,43,1.0,1706544000
0,11,1.0,1722873600
0,96,1.0,1721491200
0,157,1.0,1705248000
0,137,1.0,1709740800
0,100,1.0,1712073600
0,38,1.0,1708963200
0,168,1.0,1721059200
0,147,1.0,1725552000
0,196,1.0,1718553600
0,139,1.0,1714665600
0,11,1.0,1709913600
0,93,1.0,1720281600
0,113,1.0,1730131200
0,120,1.0,1732636800
0,43,1.0,1726934400
0,133,1.0,1714752000
0,171,1.0,1716480000
0,130,1.0,1730563200
0,98,1.0,1729699200
0,18,1.0,1719590400
0,135,1.0,1734969600
1,55,0.0,1704556800
1,132,1.0,1719504000
1,108,1.0,1706198400
1,14,0.0,1728921600
1,28,0.0,1715616000
1,175,1.0,1718726400
1,19,1.0,1719072000
1,28,0.0,1707840000
1,128,1.0,1727193600
1,118,1.0,1728489600
1,123,1.0,1713888000
1,150,1.0,1716825600
1,106,1.0,1723392000
1,61,0.0,1715356800
1,131,1.0,1709913600
1,190,1.0,1704988800
1,61,1.0,1708185600
1,70,1.0,1706371200
1,69,0.0,1726416000
1,117,1.0,1712332800
1,187,1.0,1717776000
1,173,0.0,1704643200
1,195,1.0,1725897600
1,51,1.0,1723564800
1,102,0.0,1714320000
1,175,1.0,1715788800
1,89,1.0,1714492800
1,80,1.0,1732896000
1,77,1.0,1711382400
1,121,0.0,1735315200
1,31,1.0,1723564800
1,54,1.0,1716480000
1,129,0.0,1712073600
1,89,1.0,1717603200
1,97,1.0,1725292800
1,124,1.0,1724256000
1,184,0.0,1709827200
1,167,1.0,1704556800
1,174,1.0,1720886400
1,112,1.0,1706716800
1,127,1.0,1717862400
2,117,1.0,1726934400
2,23,0.0,1711123200
2,25,1.0,1707840000
2,199,1.0,1731859200
2,89,1.0,1724601600
2,193,1.0,1711900800
2,199,0.0,1715961600
2,116,1.0,1711814400
2,47,1.0,1724688000
2,46,1.0,1712764800
2,121,1.0,1706457600
2,6,1.0,1719504000
2,176,1.0,1726848000
2,128,1.0,1707753600
2,77,1.0,1720972800
2,90,1.0,1722700800
2,117,1.0,1726934400
2,106,1.0,1704038400
2,173,1.0,1704902400
2,176,1.0,1731340800
2,198,1.0,1719936000
2,182,1.0,1727884800
2,193,1.0,1721059200
2,181,1.0,1716393600
2,176,1.0,1729785600
2,13,1.0,1714406400
3,108,0.0,1714924800
3,69,1.0,1731427200
3,132,1.0,1726156800
3,34,1.0,1728403200
3,3,1.0,1714838400
3,72,1.0,1722355200
3,126,0.0,1714752000
3,144,1.0,1727625600
3,143,1.0,1704297600
3,121,1.0,1720627200
3,134,1.0,1706976000
3,198,1.0,1715011200
3,62,1.0,1727625600
3,143,1.0,1720886400
3,119,1.0,1722614400
3,8,1.0,1721404800
4,45,1.0,1724169600
4,132,1.0,1734364800
4,88,1.0,1711382400
4,75,1.0,1704297600
4,91,1.0,1711382400
4,176,1.0,1709568000
4,195,1.0,1726502400
4,8,1.0,1726588800
4,110,0.0,1715875200
4,25,1.0,1712937600
4,193,0.0,1711296000
4,19,0.0,1711468800
4,19,1.0,1730131200
4,29,1.0,1733328000
4,51,0.0,1732032000
4,174,1.0,1727971200
4,176,0.0,1711036800
4,162,1.0,1712160000
4,13,1.0,1716393600
4,134,1.0,1716480000
4,173,0.0,1732636800
4,179,0.0,1708963200
4,77,1.0,1726329600
4,189,1.0,1705766400
4,127,1.0,1708272000
4,144,1.0,1725120000
5,39,1.0,1727625600
5,176,1.0,1706544000
5,139,1.0,1731772800
5,122,1.0,1730131200
5,48,0.0,1708444800
5,127,1.0,1731513600
5,4,1.0,1723564800
5,195,1.0,1713801600
5,147,1.0,1729526400
5,74,0.0,1721318400
5,126,1.0,1712505600
5,110,1.0,1724601600
5,5,0.0,1714752000
5,39,0.0,1725552000
5,164,1.0,1721750400
5,195,1.0,1713110400
5,184,1.0,1733155200
5,91,1.0,1707667200
5,121,1.0,1733500800
5,131,1.0,1724169600
5,109,1.0,1705161600
5,190,1.0,1727971200
5,75,1.0,1727107200
5,135,0.0,1734883200
5,91,1.0,1722700800
6,73,1.0,1715184000
6,92,1.0,1729267200
6,163,0.0,1704816000
6,163,1.0,1723910400
6,134,1.0,1711382400
6,125,1.0,1729612800
6,7,1.0,1729699200
6,63,1.0,1723737600
6,37,1.0,1725811200
6,185,1.0,1733932800
6,43,0.0,1715443200
6,74,0.0,1714752000
6,53,1.0,1706371200
6,89,1.0,1731513600
6,189,0.0,1704124800
6,8,1.0,1708876800
6,54,1.0,1731081600
6,136,1.0,1709308800
6,4,1.0,1728748800
6,172,0.0,1710950400
6,127,1.0,1705334400
6,24,1.0,1719590400
6,10,1.0,1732464000
6,129,1.0,1713196800
6,29,0.0,1720627200
6,187,1.0,1710000000
6,16,0.0,1715443200
6,190,1.0,1717084800
6,85,1.0,1713024000
6,1,1.0,1718812800
6,41,1.0,1713024000
6,77,1.0,1726675200
6,40,0.0,1715270400
6,188,1.0,1720886400
6,172,1.0,1722700800
6,124,1.0,1732809600
6,3,1.0,1733500800
6,101,1.0,1728144000
6,116,1.0,1711641600
6,98,1.0,1714406400
6,30,1.0,1723564800
6,81,1.0,1706976000
6,190,1.0,1711036800
6,196,0.0,1724342400
6,24,1.0,1726070400
6,4,1.0,1710950400
6,34,1.0,1714492800
6,72,1.0,1706371200
7,93,1.0,1719676800
7,188,1.0,1716912000
7,83,1.0,1718121600
7,50,1.0,1711641600
7,48,1.0,1728316800
7,42,1.0,1718208000
7,196,1.0,1705334400
7,78,1.0,1716134400
7,2,1.0,1721577600
7,76,1.0,1720800000
7,49,0.0,1717257600
7,68,1.0,1723564800
7,152,1.0,1706025600
7,158,1.0,1716480000
7,169,1.0,1710000000
7,20,1.0,1708272000
7,183,1.0,1718035200
7,9,0.0,1711209600
7,74,1.0,1730995200
8,129,1.0,1710345600
8,128,1.0,1730217600
8,108,1.0,1714320000
8,179,1.0,1721750400
8,56,1.0,1722873600
8,70,0.0,1719936000
8,191,1.0,1719676800
8,104,1.0,1735315200
8,195,1.0,1722009600
8,61,1.0,1729180800
8,72,1.0,1704816000
8,77,1.0,1731859200
8,174,1.0,1724256000
8,162,1.0,1733414400
8,194,1.0,1735315200
8,148,0.0,1714060800
8,148,1.0,1728057600
8,51,0.0,1734624000
8,34,1.0,1717171200
8,118,1.0,1729699200
8,162,1.0,1707235200
8,180,1.0,1726761600
8,117,1.0,1715097600
8,71,1.0,1734883200
8,194,1.0,1709913600
8,24,1.0,1735488000
8,197,1.0,1726070400
8,191,1.0,1713628800
8,97,1.0,1722700800
8,34,1.0,1708790400
8,148,1.0,1716652800
8,25,0.0,1733932800
8,166,1.0,1732377600
8,23,0.0,1718380800
8,0,0.0,1706284800
8,31,1.0,1717862400
8,112,0.0,1722355200
8,122,1.0,1714752000
8,65,0.0,1706803200
8,28,1.0,1730390400
8,29,1.0,1716393600
8,54,1.0,1727366400
8,117,1.0,1713024000
8,14,0.0,1723219200
8,126,1.0,1722528000
8,121,1.0,1727884800
9,186,1.0,1705248000
9,53,0.0,1720627200
9,183,1.0,1719504000
9,149,1.0,1709827200
9,146,0.0,1726416000
9,138,0.0,1716220800
9,86,1.0,1716307200
9,165,1.0,1716998400
9,120,1.0,1724774400
9,5,0.0,1706457600
9,27,0.0,1713974400
9,39,1.0,1718812800
9,115,0.0,1709395200
9,161,0.0,1715616000
9,157,0.0,1729353600
9,26,0.0,1734624000
9,43,1.0,1713110400
9,107,1.0,1718812800
9,63,0.0,1729440000
9,114,1.0,1723219200
10,187,1.0,1719590400
10,8,0.0,1727539200
10,151,1.0,1712073600
10,165,1.0,1730995200
10,169,1.0,1705420800
10,42,1.0,1718208000
10,26,1.0,1705766400
10,170,1.0,1727712000
10,164,0.0,1705680000
10,190,0.0,1716048000
10,35,1.0,1719504000
10,28,1.0,1712160000
10,92,1.0,1732118400
10,87,1.0,1709740800
10,16,1.0,1708617600
10,157,1.0,1718294400
10,38,1.0,1733414400
10,14,1.0,1711728000
10,166,0.0,1734537600
10,184,0.0,1723824000
10,126,1.0,1708617600
10,132,1.0,1734969600
10,89,0.0,1707235200
10,60,1.0,1728144000
10,121,1.0,1732809600
10,114,1.0,1728576000
10,113,0.0,1725033600
10,64,1.0,1710950400
10,73,1.0,1731859200
10,129,1.0,1722528000
10,148,1.0,1715443200
10,45,1.0,1709481600
10,112,0.0,1729094400
10,45,1.0,1718121600
10,186,1.0,1719763200
10,23,1.0,1714406400
10,92,1.0,1711814400
10,148,1.0,1725897600
10,66,1.0,1714838400
10,35,1.0,1727712000
10,26,1.0,1729008000
10,167,1.0,1704384000
